name,street,city,postal,province,full_address,X,Y,date,link
Shoppers Drug Mart,"5602 Tenth Line West, Unit 101","Mississauga, ON",L5M 5S5,Ontario,"5602 Tenth Line West, Unit 101 Mississauga, ON L5M 5S5",43.5591152,-79.7447193,2021-04-10T12:56:16.032Z,https://covid-19.ontario.ca/vaccine-locations
Truscott Pharmacy,2425 Truscott Drive,"Mississauga, ON",L5J 2B4,Ontario,"2425 Truscott Drive Mississauga, ON L5J 2B4",43.5124491,-79.6484562,2021-04-10T12:56:16.032Z,https://covid-19.ontario.ca/vaccine-locations
Wal-Mart Pharmacy,5100 Erin Mills Parkway,"Mississauga, ON",L5M 4Z5,Ontario,"5100 Erin Mills Parkway Mississauga, ON L5M 4Z5",43.5586447,-79.7115912,2021-04-10T12:56:16.032Z,https://covid-19.ontario.ca/vaccine-locations
Wal-Mart Pharmacy,100 City Centre Drive,"Mississauga, ON",L5B 2C9,Ontario,"100 City Centre Drive Mississauga, ON L5B 2C9",43.5930784,-79.6424911,2021-04-10T12:56:16.033Z,https://covid-19.ontario.ca/vaccine-locations
Walmart,1500 Dundas Street East,"Mississauga, ON",L4X 1L4,Ontario,"1500 Dundas Street East Mississauga, ON L4X 1L4",43.6089475,-79.5773763,2021-04-10T12:56:16.033Z,https://covid-19.ontario.ca/vaccine-locations
Woodland Village Pharmacy,3353 The Credit Woodlands,"Mississauga, ON",L5C 2K1,Ontario,"3353 The Credit Woodlands Mississauga, ON L5C 2K1",43.5595002,-79.6576223,2021-04-10T12:56:16.033Z,https://covid-19.ontario.ca/vaccine-locations
Nofrills,450 Centre Street North,"Napanee, ON",K7R 1P8,Ontario,"450 Centre Street North Napanee, ON K7R 1P8",44.2586876,-76.9626492,2021-04-10T12:56:16.033Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,470 Centre Street North,"Napanee, ON",K7R 1P8,Ontario,"470 Centre Street North Napanee, ON K7R 1P8",44.2593345,-76.9632033,2021-04-10T12:56:16.034Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,"10 Alkenbrack Street, Unit 2","Napanee, ON",K7R 0A6,Ontario,"10 Alkenbrack Street, Unit 2 Napanee, ON K7R 0A6",44.2564519,-76.9609132,2021-04-10T12:56:16.034Z,https://covid-19.ontario.ca/vaccine-locations
Wal-Mart Pharmacy,89 Jim Kimmett Boulevard,"Napanee, ON",K7R 3L1,Ontario,"89 Jim Kimmett Boulevard Napanee, ON K7R 3L1",44.2611952,-76.9634455,2021-04-10T12:56:16.034Z,https://covid-19.ontario.ca/vaccine-locations
Centrepointe Gabriel Drugs,117 Centrepointe Drive,"Nepean, ON",K2G 5X3,Ontario,"117 Centrepointe Drive Nepean, ON K2G 5X3",45.3429403,-75.7624942,2021-04-10T12:56:16.034Z,https://covid-19.ontario.ca/vaccine-locations
Costco Pharmacy,4315 Strandherd Drive,"Nepean, ON",K2J 6E5,Ontario,"4315 Strandherd Drive Nepean, ON K2J 6E5",45.2684597,-75.7843783,2021-04-10T12:56:16.035Z,https://covid-19.ontario.ca/vaccine-locations
Loblaw Pharmacy,200 Grant Carman Drive,"Nepean, ON",K2E 7Z8,Ontario,"200 Grant Carman Drive Nepean, ON K2E 7Z8",45.351331,-75.7307124,2021-04-10T12:56:16.035Z,https://covid-19.ontario.ca/vaccine-locations
Loblaw Pharmacy,1980 Baseline Road,"Nepean, ON",K2C 0C6,Ontario,"1980 Baseline Road Nepean, ON K2C 0C6",45.3520746,-75.7595588,2021-04-10T12:56:16.035Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,3781 Strandherd Drive,"Nepean, ON",K2J 5M4,Ontario,"3781 Strandherd Drive Nepean, ON K2J 5M4",45.2682208,-75.7512618,2021-04-10T12:56:16.035Z,https://covid-19.ontario.ca/vaccine-locations
The Drug Store Pharmacy,,"Nepean, ON",K2H 5Y9,Ontario,"Nepean, ON K2H 5Y9",45.3237828,-75.832851,2021-04-10T12:56:16.036Z,https://covid-19.ontario.ca/vaccine-locations
Findlay's Drugstore,247 Whitewood Avenue New,"Liskeard, ON",P0J 1P0,Ontario,"247 Whitewood Avenue New Liskeard, ON P0J 1P0",47.5092835,-79.681632,2021-04-10T12:56:16.037Z,https://covid-19.ontario.ca/vaccine-locations
Wal-Mart Pharmacy,133 Highway #11 & Grant Road New,"Liskeard, ON",P0J 1P0,Ontario,"133 Highway #11 & Grant Road New Liskeard, ON P0J 1P0",47.5328258,-79.6719679,2021-04-10T12:56:16.037Z,https://covid-19.ontario.ca/vaccine-locations
Wilmot Creek Pharmacy,1 Wheelhouse Drive Unit 2,"Newcastle, ON",L1B 1B9,Ontario,"1 Wheelhouse Drive Unit 2 Newcastle, ON L1B 1B9",43.8992024,-78.6163789,2021-04-10T12:56:16.037Z,https://covid-19.ontario.ca/vaccine-locations
Loblaw Pharmacy,18120 Yonge Street,"Newmarket, ON",L3Y 8V1,Ontario,"18120 Yonge Street Newmarket, ON L3Y 8V1",44.0698592,-79.4862851,2021-04-10T12:56:16.037Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,16900 Yonge Street,"Newmarket, ON",L3Y 0A3,Ontario,"16900 Yonge Street Newmarket, ON L3Y 0A3",44.0397425,-79.4776392,2021-04-10T12:56:16.038Z,https://covid-19.ontario.ca/vaccine-locations
Robins Pharmacy,191 Main Street,"Newmarket, ON",L3Y 4X1,Ontario,"191 Main Street Newmarket, ON L3Y 4X1",44.0535041,-79.4573139,2021-04-10T12:56:16.038Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,20 Davis Drive,"Newmarket, ON",L3Y 2M7,Ontario,"20 Davis Drive Newmarket, ON L3Y 2M7",44.0537972,-79.4785939,2021-04-10T12:56:16.038Z,https://covid-19.ontario.ca/vaccine-locations
Boggio & Mackinnon Pharmacy,6680 Drummond Road Niagara,"Falls, ON",L2G 4P1,Ontario,"6680 Drummond Road Niagara Falls, ON L2G 4P1",43.0781914,-79.09694,2021-04-10T12:56:16.038Z,https://covid-19.ontario.ca/vaccine-locations
Costco Pharmacy,7500 Pin Oak Drive Niagara,"Falls, ON",L2H 2E9,Ontario,"7500 Pin Oak Drive Niagara Falls, ON L2H 2E9",43.0653121,-79.1262894,2021-04-10T12:56:16.039Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,6484 Lundy's Lane Niagara,"Falls, ON",L2G 1T6,Ontario,"6484 Lundy's Lane Niagara Falls, ON L2G 1T6",43.0886527,-79.1028521,2021-04-10T12:56:16.039Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,5125 Montrose Road Niagara,"Falls, ON",L2H 1K7,Ontario,"5125 Montrose Road Niagara Falls, ON L2H 1K7",43.099894,-79.1242368,2021-04-10T12:56:16.040Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,3701 Portage Road Unit 1 Niagara,"Falls, ON",L2J 2K8,Ontario,"3701 Portage Road Unit 1 Niagara Falls, ON L2J 2K8",43.119109,-79.1013079,2021-04-10T12:56:16.040Z,https://covid-19.ontario.ca/vaccine-locations
Wal-Mart Pharmacy,7481 Oakwood Drive Niagara,"Falls, ON",L2E 6S5,Ontario,"7481 Oakwood Drive Niagara Falls, ON L2E 6S5",43.0671835,-79.1196087,2021-04-10T12:56:16.040Z,https://covid-19.ontario.ca/vaccine-locations
Simpson's Apothecary,233 King Street Unit 2 Niagara On The,"Lake, ON",L0S 1J0,Ontario,"233 King Street Unit 2 Niagara On The Lake, ON L0S 1J0",43.2540434,-79.0719516,2021-04-10T12:56:16.040Z,https://covid-19.ontario.ca/vaccine-locations
Northern Shores Pharmacy,10 Maplewood Avenue North,"Bay, ON",P1B 5H2,Ontario,"10 Maplewood Avenue North Bay, ON P1B 5H2",46.3283689,-79.4650065,2021-04-10T12:56:16.041Z,https://covid-19.ontario.ca/vaccine-locations
Wal-Mart Pharmacy,1500 Fisher Street North,"Bay, ON",P1B 2H3,Ontario,"1500 Fisher Street North Bay, ON P1B 2H3",46.3146329,-79.4406629,2021-04-10T12:56:16.042Z,https://covid-19.ontario.ca/vaccine-locations
Aria Pharmacy,11 Newton Drive North,"York, ON",M2M 2M6,Ontario,"11 Newton Drive North York, ON M2M 2M6",43.7929543,-79.4177874,2021-04-10T12:56:16.042Z,https://covid-19.ontario.ca/vaccine-locations
Costco,100 Billy Bishop Way North,"York, ON",M3K 2C8,Ontario,"100 Billy Bishop Way North York, ON M3K 2C8",43.7310297,-79.4559733,2021-04-10T12:56:16.042Z,https://covid-19.ontario.ca/vaccine-locations
Dynasty Pharmacy,"5460 Yonge Street, Unit 106 North","York, ON",M2N 6K7,Ontario,"5460 Yonge Street, Unit 106 North York, ON M2N 6K7",43.7774281,-79.4155611,2021-04-10T12:56:16.042Z,https://covid-19.ontario.ca/vaccine-locations
Nofrills,6220 Yonge Street North,"York, ON",M2M 3X4,Ontario,"6220 Yonge Street North York, ON M2M 3X4",43.7947029,-79.4216736,2021-04-10T12:56:16.043Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,"5650 Yonge Street, Unit 17 North","York, ON",M2M 4G3,Ontario,"5650 Yonge Street, Unit 17 North York, ON M2M 4G3",43.7801644,-79.4161895,2021-04-10T12:56:16.043Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,598 Sheppard Avenue West North,"York, ON",M3H 2S1,Ontario,"598 Sheppard Avenue West North York, ON M3H 2S1",43.7562205,-79.4395338,2021-04-10T12:56:16.043Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,3110 Bathurst Street North,"York, ON",M6A 2A1,Ontario,"3110 Bathurst Street North York, ON M6A 2A1",43.7193258,-79.4328516,2021-04-10T12:56:16.043Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,1597 Wilson Avenue North,"York, ON",M3L 1A5,Ontario,"1597 Wilson Avenue North York, ON M3L 1A5",43.7203603,-79.5109429,2021-04-10T12:56:16.044Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,6428 Yonge Street North,"York, ON",M2M 3X4,Ontario,"6428 Yonge Street North York, ON M2M 3X4",43.7962159,-79.4222559,2021-04-10T12:56:16.044Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,6205 Bathurst Street North,"York, ON",M2R 2A5,Ontario,"6205 Bathurst Street North York, ON M2R 2A5",43.7915276,-79.4443473,2021-04-10T12:56:16.044Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,5998 Bathurst Street North,"York, ON",M2R 1Z1,Ontario,"5998 Bathurst Street North York, ON M2R 1Z1",43.784822,-79.4463913,2021-04-10T12:56:16.044Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,770 Lawrence Avenue West North,"York, ON",M6A 3C6,Ontario,"770 Lawrence Avenue West North York, ON M6A 3C6",43.7151956,-79.4524299,2021-04-10T12:56:16.045Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,3975 Jane Street North,"York, ON",M3N 2K1,Ontario,"3975 Jane Street North York, ON M3N 2K1",43.7561964,-79.5157784,2021-04-10T12:56:16.045Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,2550 Finch Avenue West North,"York, ON",M9M 2G3,Ontario,"2550 Finch Avenue West North York, ON M9M 2G3",43.7490485,-79.5603217,2021-04-10T12:56:16.045Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,3874 Bathurst Street North,"York, ON",M3H 3N3,Ontario,"3874 Bathurst Street North York, ON M3H 3N3",43.7411737,-79.4353135,2021-04-10T12:56:16.046Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,4841 Yonge Street North,"York, ON",M2N 5X2,Ontario,"4841 Yonge Street North York, ON M2N 5X2",43.7625088,-79.4105316,2021-04-10T12:56:16.046Z,https://covid-19.ontario.ca/vaccine-locations
Whole Health Pharmacy,"1575 Jane Street, Unit 7 North","York, ON",M9N 2R3,Ontario,"1575 Jane Street, Unit 7 North York, ON M9N 2R3",43.6993661,-79.5025262,2021-04-10T12:56:16.046Z,https://covid-19.ontario.ca/vaccine-locations
York Gate IDA Drugmart,1 York Gate Boulevard North,"York, ON",M3N 3A1,Ontario,"1 York Gate Boulevard North York, ON M3N 3A1",43.7589862,-79.5188033,2021-04-10T12:56:16.046Z,https://covid-19.ontario.ca/vaccine-locations
Tobia's Guardian Pharmacy,12357 Highway 41,"Northbrook, ON",K0H 2G0,Ontario,"12357 Highway 41 Northbrook, ON K0H 2G0",44.7383505,-77.1610168,2021-04-10T12:56:16.047Z,https://covid-19.ontario.ca/vaccine-locations
Metro Pharmacy,1011 Upper Middle Road East,"Oakville, ON",L6H 4L2,Ontario,"1011 Upper Middle Road East Oakville, ON L6H 4L2",43.483727,-79.6945815,2021-04-10T12:56:16.047Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,523 Maple Grove Road,"Oakville, ON",L6J 4W3,Ontario,"523 Maple Grove Road Oakville, ON L6J 4W3",43.4794523,-79.6575346,2021-04-10T12:56:16.047Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,1011 Upper Middle Road Unit D5,"Oakville, ON",L6H 4L3,Ontario,"1011 Upper Middle Road Unit D5 Oakville, ON L6H 4L3",43.483727,-79.6945815,2021-04-10T12:56:16.047Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,1515 Rebecca Street,"Oakville, ON",L6L 5H8,Ontario,"1515 Rebecca Street Oakville, ON L6L 5H8",43.4126787,-79.7061473,2021-04-10T12:56:16.048Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,"2501 Third Line, Building B","Oakville, ON",L6M 5A9,Ontario,"2501 Third Line, Building B Oakville, ON L6M 5A9",43.4497724,-79.7585629,2021-04-10T12:56:16.048Z,https://covid-19.ontario.ca/vaccine-locations
Wal-Mart Pharmacy,235 Hays Boulevard,"Oakville, ON",L6H 6M8,Ontario,"235 Hays Boulevard Oakville, ON L6H 6M8",43.4828883,-79.7192764,2021-04-10T12:56:16.048Z,https://covid-19.ontario.ca/vaccine-locations
Jeffers Pharmacy Limited,1 Elizabeth Street,"Orangeville, ON",L9W 7N7,Ontario,"1 Elizabeth Street Orangeville, ON L9W 7N7",43.9212702,-80.0993215,2021-04-10T12:56:16.049Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,25 Broadway Avenue,"Orangeville, ON",L9W 1J6,Ontario,"25 Broadway Avenue Orangeville, ON L9W 1J6",43.9222105,-80.0864045,2021-04-10T12:56:16.049Z,https://covid-19.ontario.ca/vaccine-locations
Drugstore Pharmacy,289 Coldwater Road,"Orillia, ON",L3V 6J3,Ontario,"289 Coldwater Road Orillia, ON L3V 6J3",44.6081399,-79.4378947,2021-04-10T12:56:16.050Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,149 Westmount Drive North,"Orillia, ON",L3V 6C7,Ontario,"149 Westmount Drive North Orillia, ON L3V 6C7",44.6079966,-79.4396666,2021-04-10T12:56:16.050Z,https://covid-19.ontario.ca/vaccine-locations
Crown Pointe Pharmacy,900 Watters Road Unit 13,"Orleans, ON",K4A 0B4,Ontario,"900 Watters Road Unit 13 Orleans, ON K4A 0B4",45.4824857,-75.4745687,2021-04-10T12:56:16.050Z,https://covid-19.ontario.ca/vaccine-locations
Innes IDA Pharmacy,4473 Innes Road Unit 101,"Orleans, ON",K4A 1A7,Ontario,"4473 Innes Road Unit 101 Orleans, ON K4A 1A7",45.4617054,-75.4860905,2021-04-10T12:56:16.050Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,1615 Orleans Boulevard,"Orleans, ON",K1C 7E2,Ontario,"1615 Orleans Boulevard Orleans, ON K1C 7E2",45.4604249,-75.5247209,2021-04-10T12:56:16.051Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,1937 Portobello Boulevard,"Orleans, ON",K4A 4W9,Ontario,"1937 Portobello Boulevard Orleans, ON K4A 4W9",45.4680525,-75.4657987,2021-04-10T12:56:16.051Z,https://covid-19.ontario.ca/vaccine-locations
Sobeys Pharmacy,5150 Innes Road,"Orleans, ON",K4A 0G4,Ontario,"5150 Innes Road Orleans, ON K4A 0G4",45.469773,-75.4553161,2021-04-10T12:56:16.052Z,https://covid-19.ontario.ca/vaccine-locations
Osgoode Pharmacy,3192 Logan Farm Drive,"Osgoode, ON",K0A 2W0,Ontario,"3192 Logan Farm Drive Osgoode, ON K0A 2W0",45.1494697,-75.6029765,2021-04-10T12:56:16.052Z,https://covid-19.ontario.ca/vaccine-locations
Costco Pharmacy,130 Ritson Road,"Oshawa, ON",L1G 0A6,Ontario,"130 Ritson Road Oshawa, ON L1G 0A6",43.9029808,-78.85702,2021-04-10T12:56:16.053Z,https://covid-19.ontario.ca/vaccine-locations
Lovell Drugs Whitby,600 Grandview Street South,"Oshawa, ON",L1H 8P4,Ontario,"600 Grandview Street South Oshawa, ON L1H 8P4",43.8906919,-78.8153458,2021-04-10T12:56:16.053Z,https://covid-19.ontario.ca/vaccine-locations
Rexall Pharma Plus,438 King Street West,"Oshawa, ON",L1J 2K9,Ontario,"438 King Street West Oshawa, ON L1J 2K9",43.8944109,-78.8804152,2021-04-10T12:56:16.054Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,20 Warren Avenue,"Oshawa, ON",L1J 0A1,Ontario,"20 Warren Avenue Oshawa, ON L1J 0A1",43.8961141,-78.8733821,2021-04-10T12:56:16.054Z,https://covid-19.ontario.ca/vaccine-locations
Apothe Sos Pharmacy,314 Central Park Drive Unit 8,"Ottawa, ON",K2C 0R2,Ontario,"314 Central Park Drive Unit 8 Ottawa, ON K2C 0R2",45.3682958,-75.7333981,2021-04-10T12:56:16.054Z,https://covid-19.ontario.ca/vaccine-locations
Loblaw Pharmacy,4270 Innes Road,"Ottawa, ON",K4A 5E6,Ontario,"4270 Innes Road Ottawa, ON K4A 5E6",45.4572295,-75.4953166,2021-04-10T12:56:16.054Z,https://covid-19.ontario.ca/vaccine-locations
Pharmasave Cyril Pharmacy,1795 Kilborn Avenue,"Ottawa, ON",K1H 6N1,Ontario,"1795 Kilborn Avenue Ottawa, ON K1H 6N1",45.3880923,-75.6450713,2021-04-10T12:56:16.055Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,1725 Walkley Road Unit C,"Ottawa, ON",K1V 2P6,Ontario,"1725 Walkley Road Unit C Ottawa, ON K1V 2P6",45.3778586,-75.6459656,2021-04-10T12:56:16.055Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,2525 Carling Avenue,"Ottawa, ON",K2B 7Z2,Ontario,"2525 Carling Avenue Ottawa, ON K2B 7Z2",45.364982,-75.7857631,2021-04-10T12:56:16.055Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,322 Rideau Street,"Ottawa, ON",K1N 5Y5,Ontario,"322 Rideau Street Ottawa, ON K1N 5Y5",45.4288897,-75.6847071,2021-04-10T12:56:16.055Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,410 Richmond Road,"Ottawa, ON",K2A 4C4,Ontario,"410 Richmond Road Ottawa, ON K2A 4C4",45.3902682,-75.7569456,2021-04-10T12:56:16.056Z,https://covid-19.ontario.ca/vaccine-locations
Stittsville Whole Health Pharmacy,1609 Stittsville Main St. Unit C,"Ottawa, ON",K2S 1B8,Ontario,"1609 Stittsville Main St. Unit C Ottawa, ON K2S 1B8",45.2554602,-75.9162265,2021-04-10T12:56:16.056Z,https://covid-19.ontario.ca/vaccine-locations
The Drug Store Pharmacy,3201 Greenbank Road,"Ottawa, ON",K2J 4H9,Ontario,"3201 Greenbank Road Ottawa, ON K2J 4H9",45.2680519,-75.7434605,2021-04-10T12:56:16.056Z,https://covid-19.ontario.ca/vaccine-locations
The Drugstore Pharmacy,2681 Alta Vista Drive,"Ottawa, ON",K1V 7T5,Ontario,"2681 Alta Vista Drive Ottawa, ON K1V 7T5",45.3722133,-75.6630484,2021-04-10T12:56:16.056Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,72 Grand River Street North,"Paris, ON",N3L 2M2,Ontario,"72 Grand River Street North Paris, ON N3L 2M2",43.1935743,-80.3845238,2021-04-10T12:56:16.057Z,https://covid-19.ontario.ca/vaccine-locations
Sobeys Pharmacy,307 Grand River Street North,"Paris, ON",N3L 2N9,Ontario,"307 Grand River Street North Paris, ON N3L 2N9",43.2126105,-80.3888156,2021-04-10T12:56:16.057Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,90 Bowes Street Parry,"Sound, ON",P2A 2L7,Ontario,"90 Bowes Street Parry Sound, ON P2A 2L7",45.3435966,-80.0149176,2021-04-10T12:56:16.057Z,https://covid-19.ontario.ca/vaccine-locations
Wal-Mart Pharmacy,1108 Pembroke Street East,"Pembroke, ON",K8A 7R4,Ontario,"1108 Pembroke Street East Pembroke, ON K8A 7R4",45.8191731,-77.0804176,2021-04-10T12:56:16.057Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,50 Dufferin Street,"Perth, ON",K7H 3A6,Ontario,"50 Dufferin Street Perth, ON K7H 3A6",44.9099707,-76.2632268,2021-04-10T12:56:16.058Z,https://covid-19.ontario.ca/vaccine-locations
Costco Pharmacy,485 The Parkway,"Peterborough, ON",K9J 2A1,Ontario,"485 The Parkway Peterborough, ON K9J 2A1",44.2723188,-78.340485,2021-04-10T12:56:16.058Z,https://covid-19.ontario.ca/vaccine-locations
High St. Guardian Pharmacy,815 High Street Unit 9,"Peterborough, ON",K9J 8J9,Ontario,"815 High Street Unit 9 Peterborough, ON K9J 8J9",44.2831292,-78.3343136,2021-04-10T12:56:16.058Z,https://covid-19.ontario.ca/vaccine-locations
Wal-Mart Pharmacy,1002 Chemong Road,"Peterborough, ON",K9H 7E2,Ontario,"1002 Chemong Road Peterborough, ON K9H 7E2",44.3247279,-78.3333714,2021-04-10T12:56:16.058Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,1900 Dixie Road,"Pickering, ON",L1V 6M4,Ontario,"1900 Dixie Road Pickering, ON L1V 6M4",43.8422443,-79.1052941,2021-04-10T12:56:16.059Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,650 Kingston Road,"Pickering, ON",L1V 3N7,Ontario,"650 Kingston Road Pickering, ON L1V 3N7",43.818044,-79.1185127,2021-04-10T12:56:16.059Z,https://covid-19.ontario.ca/vaccine-locations
Superseven Pharmacy,2200 Brock Road Unit 15,"Pickering, ON",L1X 2R2,Ontario,"2200 Brock Road Unit 15 Pickering, ON L1X 2R2",43.8575678,-79.0802379,2021-04-10T12:56:16.059Z,https://covid-19.ontario.ca/vaccine-locations
Pharma Plus,97 Main Street,"Picton, ON",K0K 2T0,Ontario,"97 Main Street Picton, ON K0K 2T0",44.0058423,-77.1469443,2021-04-10T12:56:16.059Z,https://covid-19.ontario.ca/vaccine-locations
Boggio Pharmacy Ltd,200 Catharine Street Port,"Colborne, ON",L3K 4K8,Ontario,"200 Catharine Street Port Colborne, ON L3K 4K8",42.885297,-79.2529779,2021-04-10T12:56:16.059Z,https://covid-19.ontario.ca/vaccine-locations
Port Hope Pharmasave,60 Ontario Street Port,"Hope, ON",L1A 2T8,Ontario,"60 Ontario Street Port Hope, ON L1A 2T8",43.953895,-78.2942336,2021-04-10T12:56:16.060Z,https://covid-19.ontario.ca/vaccine-locations
Pharmacy Associates Of Port Perry,11 Water Street Unit B Port,"Perry, ON",L9L 1H9,Ontario,"11 Water Street Unit B Port Perry, ON L9L 1H9",44.1016525,-78.9389671,2021-04-10T12:56:16.060Z,https://covid-19.ontario.ca/vaccine-locations
Port Perry Remedy's Rx,1893 Scugog Street Port,"Perry, ON",L9L 1H9,Ontario,"1893 Scugog Street Port Perry, ON L9L 1H9",44.1028758,-78.9372723,2021-04-10T12:56:16.060Z,https://covid-19.ontario.ca/vaccine-locations
Wal-Mart Pharmacy,980 O'Brien Road RR 1,"Renfrew, ON",K7V 3Z4,Ontario,"980 O'Brien Road RR 1 Renfrew, ON K7V 3Z4",45.4795894,-76.6553723,2021-04-10T12:56:16.060Z,https://covid-19.ontario.ca/vaccine-locations
Shih Pharmacy,2700 Kipling Avenue Unit 9,"Rexdale, ON",M9V 4P2,Ontario,"2700 Kipling Avenue Unit 9 Rexdale, ON M9V 4P2",43.7566065,-79.5894024,2021-04-10T12:56:16.061Z,https://covid-19.ontario.ca/vaccine-locations
Atlas Pharmacy,1383 16th Avenue Unit 1A Richmond,"Hill, ON",L4B 0E2,Ontario,"1383 16th Avenue Unit 1A Richmond Hill, ON L4B 0E2",43.8612788,-79.3899336,2021-04-10T12:56:16.061Z,https://covid-19.ontario.ca/vaccine-locations
Costco Pharmacy,35 John Birchall Road Richmond,"Hill, ON",L4S 0B2,Ontario,"35 John Birchall Road Richmond Hill, ON L4S 0B2",43.9017003,-79.3908343,2021-04-10T12:56:16.061Z,https://covid-19.ontario.ca/vaccine-locations
